98,challenge,n.挑战；质疑；vt.挑战
93,mysterious,adj.神秘的
90,arduous,adj.艰巨的；努力的；陡峭的
84,descendant,n.后代，后裔；派生物
72,sophisticated,adj.精密的；老练的；高雅时髦的，很有品位的
69,stagnant,adj.不流动的
634,reflection,n.映像
627,terrestrial,adj.地球的，陆地的；n.地球上的人
617,query,n.质问，询问，怀疑；v.询问，表示怀疑
616,arousal,n.觉醒，激励，唤起
613,meteoric,adj.流星的；突然的；转瞬即逝的
607,desirable,adj.有吸引力的
604,periphery,n.外围，不重要的部份
578,fortuitous,adj.幸运的
576,amount,n.数量；v.总计
572,interpret,v.口译；解释；vt.把……理解（解释）为
567,measurement,n.衡量，测量；尺寸
566,collectible,adj.可收集的，可回收的
559,prerecord,v.事先录制
556,integrity,n.正直，真诚
550,disguise,v.伪装；掩饰，掩盖
55,instinct,n.本能，天性；天分，天资；直觉
546,purchase,vt.购买；n.购买；购买的东西
545,enlarge,v.放大，扩展
540,intoxication,n.醉酒；陶醉
534,sediment,n.沉渣，沉淀物，沉淀
533,pollutant,n.污染物质；adj.造成污染的
531,preserve,v.贮存，保鲜；保存；vt.保护
530,distribute,v.分发
53,demonstrate,v.演示，展示；（用实例、实验）论证；示范；示威
527,rate,n.速度，速率；v.评估，评价
526,divide,v.分开，划分；除
520,desired,adj.渴望的，想得到的
517,presidency,n.总统的职位（或职务、任期）
515,evaporate,v.（使）蒸发
514,various,adj.各种各样的，不同的
513,technological,adj.技术的，工艺的
512,classical,adj.古典的；传统的；正统的；权威的
509,circulation,n.（水、空气等的）流通
506,virtue,n.美德，高尚的道德
502,facilitate,vt.促进；为他人提供方便；使便利
500,balance,n.平衡；天平；v.平衡；保持平衡
5,varves,n.（地）纹泥，冲积层
497,mix,v.混合；使结合
496,observation,n.观察；遵守
494,mineral,adj.矿物的；n.矿物，矿物质
493,despondent,adj.失望的，意气消沉的，没有精神的
49,continental,adj.大陆的，大陆性的；n.欧洲人
485,atom,n.原子；原子能；微粒
483,Pangaea,n.泛大陆，盘古大陆
481,elaborately,adv.苦心经营地；精巧地
480,inaccessible,adj.达不到的；难达到的
48,narrative,n.叙述；adj.叙述的
478,sophistication,n.复杂性
474,margin,n.页边的空白，边缘
471,classify,vt.把……分类
470,background,n.（图片、布景等的）背景；出身，经历；（事件…
466,industrialization,n.工业化
464,grassland,n.草原；草场
463,carbonic,adj.碳的，由碳得到的
460,secure,v.保护；使安全；（经过努力）获得；adj.有把握…
459,effectiveness,n.有效性
455,realm,n.领域；国土
454,prevail,v.流行，普遍存在；战胜
453,warehouse,n.仓库
452,exist,vi.存在；生存，生活
449,geographical,adj.地理的，地理学的
443,harmful,adj.有害的
437,synthetic,adj.合成的，人造的；n.合成物
435,dirt,n.灰尘，污垢
434,expectation,n.期望；预期
433,economic,adj.经济上的，经济学的
428,entertainment,n.娱乐；招待，款待
427,traditional,adj.传统的
422,structure,n.建筑物；结构；vt.精心组织
42,preservation,n.保存，保护
416,bead,n.珠子
412,architectural,adj.建筑上的，建筑学的
408,reduction,n.减少，降低
401,sculptor,n.雕刻家
399,aggravating,adj.恼人的
397,throughout,prep.在……期间，在整个时期；遍及；到处
393,conserve,v.保护，保存
385,transform,v.改变，转换
380,depressed,adj.沮丧的；萧条的；低迷的
38,potential,n.潜力，潜能；adj.潜在的，可能的
377,mention,vt.提到；n.谈到，提及
369,opposite,adj.相反的；对立的；对面的；adv.对立地；反面…
368,typical,adj.典型的，有代表性的
365,recognition,n.承认，认可
348,ancient,adj.古代的
345,medieval,adj.中世纪的，中古（时代）的
343,attract,v.吸引
340,Jamestown,n.詹姆斯敦（北美洲第一个英国永久殖民地）
34,plankton,n.浮游生物
335,basin,n.水池
329,tube,n.管子，管道
323,octopus,n.章鱼
320,reduce,v.减少，减小，降低
317,annually,adv.一年一次；每年
316,lunar,adj.阴历的，月亮的，月球的
314,attentive,adj.专心的，注意的
309,chemical,n.化学品；adj.化学的，与化学有关的
306,penetrate,v.刺穿，穿透；进入
303,column,n.柱，支柱，圆柱；栏，专栏；长队
30,emergence,n.冒出；浮现
296,concur,v.同意
294,stylistic,adj.体裁上的，格式上的，文体论的
291,refine,vt.改进，改善
285,plutonic,adj.深层岩体的，冥王星的
282,immediate,adj.立刻的
281,altogether,adv.总共；总而言之
278,British,adj.英国的，不列颠的
277,insulation,n.绝缘；隔离
275,successive,adj.接连的；连续的
266,Dutch,n.荷兰人，荷兰语
265,hormone,n.荷尔蒙，激素
263,relation,n.关系，联系
26,commercially,adv.商业上
259,archaic,adj.已不通用的；陈旧的，过时的，老式的
248,Sioux,n.苏族（印第安人的一族，自称达科他Dakota族）
239,capillary,n.毛细血管；adj.毛细血管的
236,environment,n.自然环境；生活或工作环境；工作平台
234,plateau,n.高原；vi.到达平稳阶段
233,engine,n.引擎；发动机
23,deterioration,n.变坏，退化，恶化
22,algae,n.藻类
219,square,n.广场；正方形；adj.正方形的；v.把……弄成…
213,dinosaur,n.恐龙
212,prehistoric,adj.史前的
21,journalism,n.新闻业
202,lacks,v.缺乏，不足，没有，需要
2,portray,v.描绘；描述
196,count,v.计算；认为
193,agrarian,adj.耕地的
189,aragonite,n.霰石
186,ether,n.乙醚，以太（宇宙信息能），太空，灵气
181,occurrence,n.发生，出现
177,navigation,n.导航
175,imitative,adj.模仿的，仿制的
174,condition,n.环境，形势；状况，状态；疾病；v.使适应，…
171,awareness,n.意识
17,representation,n.代表；陈述
168,mold,vt.塑造；使形成；n.霉菌；模子；气质
163,Scandinavian,adj.斯堪的纳维亚（人）的；n.斯堪的纳维亚语…
162,standard,n.标准，规格；adj.标准的
159,diverse,adj.多样的
154,influential,adj.有极大影响力的
152,constitute,vt.构成，组成
146,improvement,n.改进，改善，进步
142,environmentalist,n.环境保护论者
135,microscope,n.显微镜
130,Columbia,n.哥伦比亚
123,sieve,n.筛子，粗篮；v.筛，滤
122,partially,adv.部分地
12,predatory,adj.捕食生物的
115,lack,n.缺乏，短缺；v.缺乏
11,geologic,adj.地质学的，地质的
102,iridium,n.铱
